Time,species,Age,numbers,.id,Ageclass
1985,Cod,1,597425000,Cod1_Nums,Ageclass 1
1985,Cod,2,468231000,Cod2_Nums,Ageclass 2
1985,Cod,3,139253000,Cod3_Nums,Ageclass 3
1985,Cod,4,110353000,Cod4_Nums,Ageclass 4
1985,Cod,5,120694000,Cod5_Nums,Ageclass 5
1985,Cod,6,41169000,Cod6_Nums,Ageclass 6
1985,Cod,7,20484000,Cod7_Nums,Ageclass 7
1985,Cod,8,8327000,Cod8_Nums,Ageclass 8
1985,Cod,9,5530000,Cod9_Nums,Ageclass 9
1985,Cod,10,2177000,Cod10_Nums,Ageclass 10
1985,Cod,11,631000,Cod11_Nums,Ageclass 11
1985,Cod,12,1110000,Cod12_Nums,Ageclass 12
1985,Cod,13,262000,Cod13_Nums,Ageclass 13
1985,Cod,14,75000,Cod14_Nums,Ageclass 14
1986,Cod,1,416377000,Cod1_Nums,Ageclass 1
1986,Cod,2,388326000,Cod2_Nums,Ageclass 2
1986,Cod,3,304350000,Cod3_Nums,Ageclass 3
1986,Cod,4,108901000,Cod4_Nums,Ageclass 4
1986,Cod,5,71973000,Cod5_Nums,Ageclass 5
1986,Cod,6,66326000,Cod6_Nums,Ageclass 6
1986,Cod,7,19054000,Cod7_Nums,Ageclass 7
1986,Cod,8,8149000,Cod8_Nums,Ageclass 8
1986,Cod,9,2943000,Cod9_Nums,Ageclass 9
1986,Cod,10,1995000,Cod10_Nums,Ageclass 10
1986,Cod,11,817000,Cod11_Nums,Ageclass 11
1986,Cod,12,270000,Cod12_Nums,Ageclass 12
1986,Cod,13,457000,Cod13_Nums,Ageclass 13
1986,Cod,14,108000,Cod14_Nums,Ageclass 14
1987,Cod,1,228291000,Cod1_Nums,Ageclass 1
1987,Cod,2,270645000,Cod2_Nums,Ageclass 2
1987,Cod,3,252412000,Cod3_Nums,Ageclass 3
1987,Cod,4,235676000,Cod4_Nums,Ageclass 4
1987,Cod,5,67632000,Cod5_Nums,Ageclass 5
1987,Cod,6,36298000,Cod6_Nums,Ageclass 6
1987,Cod,7,27149000,Cod7_Nums,Ageclass 7
1987,Cod,8,6489000,Cod8_Nums,Ageclass 8
1987,Cod,9,2403000,Cod9_Nums,Ageclass 9
1987,Cod,10,890000,Cod10_Nums,Ageclass 10
1987,Cod,11,633000,Cod11_Nums,Ageclass 11
1987,Cod,12,304000,Cod12_Nums,Ageclass 12
1987,Cod,13,96000,Cod13_Nums,Ageclass 13
1987,Cod,14,162000,Cod14_Nums,Ageclass 14
1988,Cod,1,310188000,Cod1_Nums,Ageclass 1
1988,Cod,2,148389000,Cod2_Nums,Ageclass 2
1988,Cod,3,175919000,Cod3_Nums,Ageclass 3
1988,Cod,4,194813000,Cod4_Nums,Ageclass 4
1988,Cod,5,143987000,Cod5_Nums,Ageclass 5
1988,Cod,6,33144000,Cod6_Nums,Ageclass 6
1988,Cod,7,14260000,Cod7_Nums,Ageclass 7
1988,Cod,8,8777000,Cod8_Nums,Ageclass 8
1988,Cod,9,1801000,Cod9_Nums,Ageclass 9
1988,Cod,10,685000,Cod10_Nums,Ageclass 10
1988,Cod,11,267000,Cod11_Nums,Ageclass 11
1988,Cod,12,225000,Cod12_Nums,Ageclass 12
1988,Cod,13,103000,Cod13_Nums,Ageclass 13
1988,Cod,14,32000,Cod14_Nums,Ageclass 14
1989,Cod,1,268258000,Cod1_Nums,Ageclass 1
1989,Cod,2,201622000,Cod2_Nums,Ageclass 2
1989,Cod,3,96453000,Cod3_Nums,Ageclass 3
1989,Cod,4,135614000,Cod4_Nums,Ageclass 4
1989,Cod,5,118322000,Cod5_Nums,Ageclass 5
1989,Cod,6,69836000,Cod6_Nums,Ageclass 6
1989,Cod,7,12829000,Cod7_Nums,Ageclass 7
1989,Cod,8,4525000,Cod8_Nums,Ageclass 8
1989,Cod,9,2384000,Cod9_Nums,Ageclass 9
1989,Cod,10,503000,Cod10_Nums,Ageclass 10
1989,Cod,11,202000,Cod11_Nums,Ageclass 11
1989,Cod,12,93000,Cod12_Nums,Ageclass 12
1989,Cod,13,75000,Cod13_Nums,Ageclass 13
1989,Cod,14,34000,Cod14_Nums,Ageclass 14
1990,Cod,1,403442000,Cod1_Nums,Ageclass 1
1990,Cod,2,174368000,Cod2_Nums,Ageclass 2
1990,Cod,3,131054000,Cod3_Nums,Ageclass 3
1990,Cod,4,75147000,Cod4_Nums,Ageclass 4
1990,Cod,5,86813000,Cod5_Nums,Ageclass 5
1990,Cod,6,92728000,Cod6_Nums,Ageclass 6
1990,Cod,7,30843000,Cod7_Nums,Ageclass 7
1990,Cod,8,4810000,Cod8_Nums,Ageclass 8
1990,Cod,9,1492000,Cod9_Nums,Ageclass 9
1990,Cod,10,804000,Cod10_Nums,Ageclass 10
1990,Cod,11,177000,Cod11_Nums,Ageclass 11
1990,Cod,12,82000,Cod12_Nums,Ageclass 12
1990,Cod,13,36000,Cod13_Nums,Ageclass 13
1990,Cod,14,29000,Cod14_Nums,Ageclass 14
1991,Cod,1,298608000,Cod1_Nums,Ageclass 1
1991,Cod,2,262237000,Cod2_Nums,Ageclass 2
1991,Cod,3,113339000,Cod3_Nums,Ageclass 3
1991,Cod,4,102032000,Cod4_Nums,Ageclass 4
1991,Cod,5,47937000,Cod5_Nums,Ageclass 5
1991,Cod,6,45890000,Cod6_Nums,Ageclass 6
1991,Cod,7,40596000,Cod7_Nums,Ageclass 7
1991,Cod,8,11436000,Cod8_Nums,Ageclass 8
1991,Cod,9,1566000,Cod9_Nums,Ageclass 9
1991,Cod,10,497000,Cod10_Nums,Ageclass 10
1991,Cod,11,280000,Cod11_Nums,Ageclass 11
1991,Cod,12,71000,Cod12_Nums,Ageclass 12
1991,Cod,13,31000,Cod13_Nums,Ageclass 13
1991,Cod,14,14000,Cod14_Nums,Ageclass 14
1992,Cod,1,192572000,Cod1_Nums,Ageclass 1
1992,Cod,2,194095000,Cod2_Nums,Ageclass 2
1992,Cod,3,170454000,Cod3_Nums,Ageclass 3
1992,Cod,4,87395000,Cod4_Nums,Ageclass 4
1992,Cod,5,62051000,Cod5_Nums,Ageclass 5
1992,Cod,6,23304000,Cod6_Nums,Ageclass 6
1992,Cod,7,17821000,Cod7_Nums,Ageclass 7
1992,Cod,8,12934000,Cod8_Nums,Ageclass 8
1992,Cod,9,3121000,Cod9_Nums,Ageclass 9
1992,Cod,10,439000,Cod10_Nums,Ageclass 10
1992,Cod,11,147000,Cod11_Nums,Ageclass 11
1992,Cod,12,98000,Cod12_Nums,Ageclass 12
1992,Cod,13,24000,Cod13_Nums,Ageclass 13
1992,Cod,14,10000,Cod14_Nums,Ageclass 14
1993,Cod,1,344254000,Cod1_Nums,Ageclass 1
1993,Cod,2,125172000,Cod2_Nums,Ageclass 2
1993,Cod,3,126162000,Cod3_Nums,Ageclass 3
1993,Cod,4,130556000,Cod4_Nums,Ageclass 4
1993,Cod,5,51408000,Cod5_Nums,Ageclass 5
1993,Cod,6,28453000,Cod6_Nums,Ageclass 6
1993,Cod,7,8324000,Cod7_Nums,Ageclass 7
1993,Cod,8,5108000,Cod8_Nums,Ageclass 8
1993,Cod,9,3121000,Cod9_Nums,Ageclass 9
1993,Cod,10,776000,Cod10_Nums,Ageclass 10
1993,Cod,11,116000,Cod11_Nums,Ageclass 11
1993,Cod,12,47000,Cod12_Nums,Ageclass 12
1993,Cod,13,30000,Cod13_Nums,Ageclass 13
1993,Cod,14,7137,Cod14_Nums,Ageclass 14
1994,Cod,1,379432000,Cod1_Nums,Ageclass 1
1994,Cod,2,223765000,Cod2_Nums,Ageclass 2
1994,Cod,3,81362000,Cod3_Nums,Ageclass 3
1994,Cod,4,96756000,Cod4_Nums,Ageclass 4
1994,Cod,5,77290000,Cod5_Nums,Ageclass 5
1994,Cod,6,23839000,Cod6_Nums,Ageclass 6
1994,Cod,7,10329000,Cod7_Nums,Ageclass 7
1994,Cod,8,2435000,Cod8_Nums,Ageclass 8
1994,Cod,9,1262000,Cod9_Nums,Ageclass 9
1994,Cod,10,794000,Cod10_Nums,Ageclass 10
1994,Cod,11,209000,Cod11_Nums,Ageclass 11
1994,Cod,12,38000,Cod12_Nums,Ageclass 12
1994,Cod,13,14000,Cod13_Nums,Ageclass 13
1994,Cod,14,9075,Cod14_Nums,Ageclass 14
1995,Cod,1,222348000,Cod1_Nums,Ageclass 1
1995,Cod,2,246631000,Cod2_Nums,Ageclass 2
1995,Cod,3,145447000,Cod3_Nums,Ageclass 3
1995,Cod,4,63726000,Cod4_Nums,Ageclass 4
1995,Cod,5,63588000,Cod5_Nums,Ageclass 5
1995,Cod,6,43045000,Cod6_Nums,Ageclass 6
1995,Cod,7,11246000,Cod7_Nums,Ageclass 7
1995,Cod,8,4209000,Cod8_Nums,Ageclass 8
1995,Cod,9,885000,Cod9_Nums,Ageclass 9
1995,Cod,10,468000,Cod10_Nums,Ageclass 10
1995,Cod,11,306000,Cod11_Nums,Ageclass 11
1995,Cod,12,91000,Cod12_Nums,Ageclass 12
1995,Cod,13,16000,Cod13_Nums,Ageclass 13
1995,Cod,14,6057,Cod14_Nums,Ageclass 14
1996,Cod,1,375546000,Cod1_Nums,Ageclass 1
1996,Cod,2,144526000,Cod2_Nums,Ageclass 2
1996,Cod,3,160310000,Cod3_Nums,Ageclass 3
1996,Cod,4,114910000,Cod4_Nums,Ageclass 4
1996,Cod,5,45560000,Cod5_Nums,Ageclass 5
1996,Cod,6,38618000,Cod6_Nums,Ageclass 6
1996,Cod,7,22527000,Cod7_Nums,Ageclass 7
1996,Cod,8,5174000,Cod8_Nums,Ageclass 8
1996,Cod,9,1786000,Cod9_Nums,Ageclass 9
1996,Cod,10,351000,Cod10_Nums,Ageclass 10
1996,Cod,11,178000,Cod11_Nums,Ageclass 11
1996,Cod,12,114000,Cod12_Nums,Ageclass 12
1996,Cod,13,35000,Cod13_Nums,Ageclass 13
1996,Cod,14,5977,Cod14_Nums,Ageclass 14
1997,Cod,1,180923000,Cod1_Nums,Ageclass 1
1997,Cod,2,244105000,Cod2_Nums,Ageclass 2
1997,Cod,3,93942000,Cod3_Nums,Ageclass 3
1997,Cod,4,126870000,Cod4_Nums,Ageclass 4
1997,Cod,5,82690000,Cod5_Nums,Ageclass 5
1997,Cod,6,28070000,Cod6_Nums,Ageclass 6
1997,Cod,7,20650000,Cod7_Nums,Ageclass 7
1997,Cod,8,10655000,Cod8_Nums,Ageclass 8
1997,Cod,9,2266000,Cod9_Nums,Ageclass 9
1997,Cod,10,733000,Cod10_Nums,Ageclass 10
1997,Cod,11,138000,Cod11_Nums,Ageclass 11
1997,Cod,12,69000,Cod12_Nums,Ageclass 12
1997,Cod,13,45000,Cod13_Nums,Ageclass 13
1997,Cod,14,14000,Cod14_Nums,Ageclass 14
1998,Cod,1,384734000,Cod1_Nums,Ageclass 1
1998,Cod,2,117600000,Cod2_Nums,Ageclass 2
1998,Cod,3,158668000,Cod3_Nums,Ageclass 3
1998,Cod,4,74289000,Cod4_Nums,Ageclass 4
1998,Cod,5,91033000,Cod5_Nums,Ageclass 5
1998,Cod,6,50622000,Cod6_Nums,Ageclass 6
1998,Cod,7,14867000,Cod7_Nums,Ageclass 7
1998,Cod,8,9647000,Cod8_Nums,Ageclass 8
1998,Cod,9,4602000,Cod9_Nums,Ageclass 9
1998,Cod,10,916000,Cod10_Nums,Ageclass 10
1998,Cod,11,284000,Cod11_Nums,Ageclass 11
1998,Cod,12,53000,Cod12_Nums,Ageclass 12
1998,Cod,13,26000,Cod13_Nums,Ageclass 13
1998,Cod,14,17000,Cod14_Nums,Ageclass 14
1999,Cod,1,356040000,Cod1_Nums,Ageclass 1
1999,Cod,2,250077000,Cod2_Nums,Ageclass 2
1999,Cod,3,76440000,Cod3_Nums,Ageclass 3
1999,Cod,4,124561000,Cod4_Nums,Ageclass 4
1999,Cod,5,51845000,Cod5_Nums,Ageclass 5
1999,Cod,6,52422000,Cod6_Nums,Ageclass 6
1999,Cod,7,24462000,Cod7_Nums,Ageclass 7
1999,Cod,8,6172000,Cod8_Nums,Ageclass 8
1999,Cod,9,3642000,Cod9_Nums,Ageclass 9
1999,Cod,10,1603000,Cod10_Nums,Ageclass 10
1999,Cod,11,303000,Cod11_Nums,Ageclass 11
1999,Cod,12,92000,Cod12_Nums,Ageclass 12
1999,Cod,13,17000,Cod13_Nums,Ageclass 13
1999,Cod,14,8708,Cod14_Nums,Ageclass 14
2000,Cod,1,371218000,Cod1_Nums,Ageclass 1
2000,Cod,2,231426000,Cod2_Nums,Ageclass 2
2000,Cod,3,162550000,Cod3_Nums,Ageclass 3
2000,Cod,4,59570000,Cod4_Nums,Ageclass 4
2000,Cod,5,84539000,Cod5_Nums,Ageclass 5
2000,Cod,6,28076000,Cod6_Nums,Ageclass 6
2000,Cod,7,23104000,Cod7_Nums,Ageclass 7
2000,Cod,8,9020000,Cod8_Nums,Ageclass 8
2000,Cod,9,2035000,Cod9_Nums,Ageclass 9
2000,Cod,10,1093000,Cod10_Nums,Ageclass 10
2000,Cod,11,453000,Cod11_Nums,Ageclass 11
2000,Cod,12,83000,Cod12_Nums,Ageclass 12
2000,Cod,13,26000,Cod13_Nums,Ageclass 13
2000,Cod,14,4847,Cod14_Nums,Ageclass 14
2001,Cod,1,412915000,Cod1_Nums,Ageclass 1
2001,Cod,2,241292000,Cod2_Nums,Ageclass 2
2001,Cod,3,150427000,Cod3_Nums,Ageclass 3
2001,Cod,4,126584000,Cod4_Nums,Ageclass 4
2001,Cod,5,40319000,Cod5_Nums,Ageclass 5
2001,Cod,6,45505000,Cod6_Nums,Ageclass 6
2001,Cod,7,12262000,Cod7_Nums,Ageclass 7
2001,Cod,8,8421000,Cod8_Nums,Ageclass 8
2001,Cod,9,2935000,Cod9_Nums,Ageclass 9
2001,Cod,10,602000,Cod10_Nums,Ageclass 10
2001,Cod,11,304000,Cod11_Nums,Ageclass 11
2001,Cod,12,123000,Cod12_Nums,Ageclass 12
2001,Cod,13,23000,Cod13_Nums,Ageclass 13
2001,Cod,14,7118,Cod14_Nums,Ageclass 14
2002,Cod,1,209231000,Cod1_Nums,Ageclass 1
2002,Cod,2,268395000,Cod2_Nums,Ageclass 2
2002,Cod,3,156840000,Cod3_Nums,Ageclass 3
2002,Cod,4,117600000,Cod4_Nums,Ageclass 4
2002,Cod,5,86952000,Cod5_Nums,Ageclass 5
2002,Cod,6,22421000,Cod6_Nums,Ageclass 6
2002,Cod,7,20869000,Cod7_Nums,Ageclass 7
2002,Cod,8,4759000,Cod8_Nums,Ageclass 8
2002,Cod,9,2944000,Cod9_Nums,Ageclass 9
2002,Cod,10,939000,Cod10_Nums,Ageclass 10
2002,Cod,11,182000,Cod11_Nums,Ageclass 11
2002,Cod,12,90000,Cod12_Nums,Ageclass 12
2002,Cod,13,37000,Cod13_Nums,Ageclass 13
2002,Cod,14,6919,Cod14_Nums,Ageclass 14
2003,Cod,1,354931000,Cod1_Nums,Ageclass 1
2003,Cod,2,1.36E+08,Cod2_Nums,Ageclass 2
2003,Cod,3,174457000,Cod3_Nums,Ageclass 3
2003,Cod,4,123602000,Cod4_Nums,Ageclass 4
2003,Cod,5,83282000,Cod5_Nums,Ageclass 5
2003,Cod,6,51714000,Cod6_Nums,Ageclass 6
2003,Cod,7,11372000,Cod7_Nums,Ageclass 7
2003,Cod,8,9221000,Cod8_Nums,Ageclass 8
2003,Cod,9,1929000,Cod9_Nums,Ageclass 9
2003,Cod,10,1109000,Cod10_Nums,Ageclass 10
2003,Cod,11,338000,Cod11_Nums,Ageclass 11
2003,Cod,12,64000,Cod12_Nums,Ageclass 12
2003,Cod,13,32000,Cod13_Nums,Ageclass 13
2003,Cod,14,13000,Cod14_Nums,Ageclass 14
2004,Cod,1,309766000,Cod1_Nums,Ageclass 1
2004,Cod,2,230705000,Cod2_Nums,Ageclass 2
2004,Cod,3,88400000,Cod3_Nums,Ageclass 3
2004,Cod,4,137599000,Cod4_Nums,Ageclass 4
2004,Cod,5,87810000,Cod5_Nums,Ageclass 5
2004,Cod,6,49878000,Cod6_Nums,Ageclass 6
2004,Cod,7,26504000,Cod7_Nums,Ageclass 7
2004,Cod,8,5092000,Cod8_Nums,Ageclass 8
2004,Cod,9,3795000,Cod9_Nums,Ageclass 9
2004,Cod,10,739000,Cod10_Nums,Ageclass 10
2004,Cod,11,406000,Cod11_Nums,Ageclass 11
2004,Cod,12,121000,Cod12_Nums,Ageclass 12
2004,Cod,13,23000,Cod13_Nums,Ageclass 13
2004,Cod,14,12000,Cod14_Nums,Ageclass 14
2005,Cod,1,231640000,Cod1_Nums,Ageclass 1
2005,Cod,2,201348000,Cod2_Nums,Ageclass 2
2005,Cod,3,149958000,Cod3_Nums,Ageclass 3
2005,Cod,4,69554000,Cod4_Nums,Ageclass 4
2005,Cod,5,96850000,Cod5_Nums,Ageclass 5
2005,Cod,6,51524000,Cod6_Nums,Ageclass 6
2005,Cod,7,24790000,Cod7_Nums,Ageclass 7
2005,Cod,8,11409000,Cod8_Nums,Ageclass 8
2005,Cod,9,2004000,Cod9_Nums,Ageclass 9
2005,Cod,10,1383000,Cod10_Nums,Ageclass 10
2005,Cod,11,257000,Cod11_Nums,Ageclass 11
2005,Cod,12,138000,Cod12_Nums,Ageclass 12
2005,Cod,13,42000,Cod13_Nums,Ageclass 13
2005,Cod,14,8064,Cod14_Nums,Ageclass 14
2006,Cod,1,302048000,Cod1_Nums,Ageclass 1
2006,Cod,2,150566000,Cod2_Nums,Ageclass 2
2006,Cod,3,130876000,Cod3_Nums,Ageclass 3
2006,Cod,4,118192000,Cod4_Nums,Ageclass 4
2006,Cod,5,49278000,Cod5_Nums,Ageclass 5
2006,Cod,6,57656000,Cod6_Nums,Ageclass 6
2006,Cod,7,26170000,Cod7_Nums,Ageclass 7
2006,Cod,8,10974000,Cod8_Nums,Ageclass 8
2006,Cod,9,4634000,Cod9_Nums,Ageclass 9
2006,Cod,10,756000,Cod10_Nums,Ageclass 10
2006,Cod,11,499000,Cod11_Nums,Ageclass 11
2006,Cod,12,91000,Cod12_Nums,Ageclass 12
2006,Cod,13,49000,Cod13_Nums,Ageclass 13
2006,Cod,14,15000,Cod14_Nums,Ageclass 14
2007,Cod,1,272698000,Cod1_Nums,Ageclass 1
2007,Cod,2,196331000,Cod2_Nums,Ageclass 2
2007,Cod,3,97868000,Cod3_Nums,Ageclass 3
2007,Cod,4,103359000,Cod4_Nums,Ageclass 4
2007,Cod,5,84376000,Cod5_Nums,Ageclass 5
2007,Cod,6,29832000,Cod6_Nums,Ageclass 6
2007,Cod,7,30028000,Cod7_Nums,Ageclass 7
2007,Cod,8,11965000,Cod8_Nums,Ageclass 8
2007,Cod,9,4624000,Cod9_Nums,Ageclass 9
2007,Cod,10,1822000,Cod10_Nums,Ageclass 10
2007,Cod,11,285000,Cod11_Nums,Ageclass 11
2007,Cod,12,184000,Cod12_Nums,Ageclass 12
2007,Cod,13,34000,Cod13_Nums,Ageclass 13
2007,Cod,14,19000,Cod14_Nums,Ageclass 14
2008,Cod,1,298054000,Cod1_Nums,Ageclass 1
2008,Cod,2,177254000,Cod2_Nums,Ageclass 2
2008,Cod,3,127615000,Cod3_Nums,Ageclass 3
2008,Cod,4,77513000,Cod4_Nums,Ageclass 4
2008,Cod,5,74600000,Cod5_Nums,Ageclass 5
2008,Cod,6,52327000,Cod6_Nums,Ageclass 6
2008,Cod,7,16109000,Cod7_Nums,Ageclass 7
2008,Cod,8,14384000,Cod8_Nums,Ageclass 8
2008,Cod,9,5317000,Cod9_Nums,Ageclass 9
2008,Cod,10,1928000,Cod10_Nums,Ageclass 10
2008,Cod,11,730000,Cod11_Nums,Ageclass 11
2008,Cod,12,112000,Cod12_Nums,Ageclass 12
2008,Cod,13,73000,Cod13_Nums,Ageclass 13
2008,Cod,14,14000,Cod14_Nums,Ageclass 14
2009,Cod,1,396715000,Cod1_Nums,Ageclass 1
2009,Cod,2,193735000,Cod2_Nums,Ageclass 2
2009,Cod,3,115215000,Cod3_Nums,Ageclass 3
2009,Cod,4,100852000,Cod4_Nums,Ageclass 4
2009,Cod,5,56842000,Cod5_Nums,Ageclass 5
2009,Cod,6,55784000,Cod6_Nums,Ageclass 6
2009,Cod,7,31235000,Cod7_Nums,Ageclass 7
2009,Cod,8,8972000,Cod8_Nums,Ageclass 8
2009,Cod,9,7309000,Cod9_Nums,Ageclass 9
2009,Cod,10,2721000,Cod10_Nums,Ageclass 10
2009,Cod,11,964000,Cod11_Nums,Ageclass 11
2009,Cod,12,366000,Cod12_Nums,Ageclass 12
2009,Cod,13,49000,Cod13_Nums,Ageclass 13
2009,Cod,14,32000,Cod14_Nums,Ageclass 14
2010,Cod,1,424022000,Cod1_Nums,Ageclass 1
2010,Cod,2,257865000,Cod2_Nums,Ageclass 2
2010,Cod,3,125928000,Cod3_Nums,Ageclass 3
2010,Cod,4,90817000,Cod4_Nums,Ageclass 4
2010,Cod,5,73362000,Cod5_Nums,Ageclass 5
2010,Cod,6,37726000,Cod6_Nums,Ageclass 6
2010,Cod,7,32537000,Cod7_Nums,Ageclass 7
2010,Cod,8,16912000,Cod8_Nums,Ageclass 8
2010,Cod,9,4403000,Cod9_Nums,Ageclass 9
2010,Cod,10,3615000,Cod10_Nums,Ageclass 10
2010,Cod,11,1312000,Cod11_Nums,Ageclass 11
2010,Cod,12,466000,Cod12_Nums,Ageclass 12
2010,Cod,13,154000,Cod13_Nums,Ageclass 13
2010,Cod,14,21000,Cod14_Nums,Ageclass 14
2011,Cod,1,306066000,Cod1_Nums,Ageclass 1
2011,Cod,2,275614000,Cod2_Nums,Ageclass 2
2011,Cod,3,167612000,Cod3_Nums,Ageclass 3
2011,Cod,4,99833000,Cod4_Nums,Ageclass 4
2011,Cod,5,67254000,Cod5_Nums,Ageclass 5
2011,Cod,6,50260000,Cod6_Nums,Ageclass 6
2011,Cod,7,23161000,Cod7_Nums,Ageclass 7
2011,Cod,8,18753000,Cod8_Nums,Ageclass 8
2011,Cod,9,8967000,Cod9_Nums,Ageclass 9
2011,Cod,10,2350000,Cod10_Nums,Ageclass 10
2011,Cod,11,1888000,Cod11_Nums,Ageclass 11
2011,Cod,12,687000,Cod12_Nums,Ageclass 12
2011,Cod,13,217000,Cod13_Nums,Ageclass 13
2011,Cod,14,72000,Cod14_Nums,Ageclass 14
2012,Cod,1,400405000,Cod1_Nums,Ageclass 1
2012,Cod,2,198943000,Cod2_Nums,Ageclass 2
2012,Cod,3,179149000,Cod3_Nums,Ageclass 3
2012,Cod,4,133168000,Cod4_Nums,Ageclass 4
2012,Cod,5,74433000,Cod5_Nums,Ageclass 5
2012,Cod,6,46633000,Cod6_Nums,Ageclass 6
2012,Cod,7,31462000,Cod7_Nums,Ageclass 7
2012,Cod,8,13670000,Cod8_Nums,Ageclass 8
2012,Cod,9,10239000,Cod9_Nums,Ageclass 9
2012,Cod,10,4926000,Cod10_Nums,Ageclass 10
2012,Cod,11,1265000,Cod11_Nums,Ageclass 11
2012,Cod,12,1019000,Cod12_Nums,Ageclass 12
2012,Cod,13,332000,Cod13_Nums,Ageclass 13
2012,Cod,14,105000,Cod14_Nums,Ageclass 14
2013,Cod,1,339451000,Cod1_Nums,Ageclass 1
2013,Cod,2,260263000,Cod2_Nums,Ageclass 2
2013,Cod,3,129313000,Cod3_Nums,Ageclass 3
2013,Cod,4,142260000,Cod4_Nums,Ageclass 4
2013,Cod,5,99126000,Cod5_Nums,Ageclass 5
2013,Cod,6,51463000,Cod6_Nums,Ageclass 6
2013,Cod,7,29056000,Cod7_Nums,Ageclass 7
2013,Cod,8,18464000,Cod8_Nums,Ageclass 8
2013,Cod,9,7411000,Cod9_Nums,Ageclass 9
2013,Cod,10,5586000,Cod10_Nums,Ageclass 10
2013,Cod,11,2632000,Cod11_Nums,Ageclass 11
2013,Cod,12,678000,Cod12_Nums,Ageclass 12
2013,Cod,13,488000,Cod13_Nums,Ageclass 13
2013,Cod,14,159000,Cod14_Nums,Ageclass 14
2014,Cod,1,224808000,Cod1_Nums,Ageclass 1
2014,Cod,2,220643000,Cod2_Nums,Ageclass 2
2014,Cod,3,169171000,Cod3_Nums,Ageclass 3
2014,Cod,4,102438000,Cod4_Nums,Ageclass 4
2014,Cod,5,105099000,Cod5_Nums,Ageclass 5
2014,Cod,6,67625000,Cod6_Nums,Ageclass 6
2014,Cod,7,31380000,Cod7_Nums,Ageclass 7
2014,Cod,8,16608000,Cod8_Nums,Ageclass 8
2014,Cod,9,9689000,Cod9_Nums,Ageclass 9
2014,Cod,10,3915000,Cod10_Nums,Ageclass 10
2014,Cod,11,2886000,Cod11_Nums,Ageclass 11
2014,Cod,12,1364000,Cod12_Nums,Ageclass 12
2014,Cod,13,311000,Cod13_Nums,Ageclass 13
2014,Cod,14,224000,Cod14_Nums,Ageclass 14
2015,Cod,1,353029000,Cod1_Nums,Ageclass 1
2015,Cod,2,146125000,Cod2_Nums,Ageclass 2
2015,Cod,3,143418000,Cod3_Nums,Ageclass 3
2015,Cod,4,134467000,Cod4_Nums,Ageclass 4
2015,Cod,5,76483000,Cod5_Nums,Ageclass 5
2015,Cod,6,73057000,Cod6_Nums,Ageclass 6
